Title,Artist,Link
 Untitled - Wheatfield in Ink (1963),Anne E Jones,https://collections.ed.ac.uk/art/record/99257?highlight=*:*
 Unknown (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21550?highlight=*:*
 Riders from South Frieze of the Parthenon (1836-1837),,https://collections.ed.ac.uk/art/record/20719?highlight=*:*
 Summer Rain (1984),Tom Pow,https://collections.ed.ac.uk/art/record/122727?highlight=*:*
 Unknown (Circa 1890),Unknown,https://collections.ed.ac.uk/art/record/50460?highlight=*:*
 Allegro Moderato Firemans' Parade (1977),"Eduardo Luigi Paolozzi KBE, RA",https://collections.ed.ac.uk/art/record/21697?highlight=*:*
 Unknown ,Unknown,https://collections.ed.ac.uk/art/record/50417?highlight=*:*
 Untitled (1999),Kate Baker,https://collections.ed.ac.uk/art/record/21882?highlight=*:*
 Abstract ,V. Constant,https://collections.ed.ac.uk/art/record/111447?highlight=*:*
 Portrait of a Woman (1951),James P W Syme,https://collections.ed.ac.uk/art/record/21231?highlight=*:*
 Untitled (Unknown),Joanne Leonie Milne,https://collections.ed.ac.uk/art/record/21947?highlight=*:*
 South Frieze of the Parthenon Frieze (1836-1837),,https://collections.ed.ac.uk/art/record/20692?highlight=*:*
 Unknown (1986),Peter McLaren,https://collections.ed.ac.uk/art/record/53533?highlight=*:*
 Kneeling Female Nude (1959),Jean I. Beattie,https://collections.ed.ac.uk/art/record/20924?highlight=*:*
 Espresso Saucer ,Emma Gillies,https://collections.ed.ac.uk/art/record/53679?highlight=*:*
 Portrait of Seated Man (1956),Ballantyne,https://collections.ed.ac.uk/art/record/21180?highlight=*:*
 Untitled - Two Women at the Ocean (1985-1986),Olivia Irvine,https://collections.ed.ac.uk/art/record/99428?highlight=*:*
 Still Life (1985),Paul John Croft,https://collections.ed.ac.uk/art/record/21795?highlight=*:*
 Abstract with Circles (Circa 1945),Alan Davie,https://collections.ed.ac.uk/art/record/20749?highlight=*:*
 Chariot from North Frieze of the Parthenon (1836-1837),,https://collections.ed.ac.uk/art/record/20714?highlight=*:*
 Anatomical figure of legs ,,https://collections.ed.ac.uk/art/record/20599?highlight=*:*
 Scaraped Bus Wheel (1990),Alastair Clark,https://collections.ed.ac.uk/art/record/21900?highlight=*:*
 Teapot ,Emma Gillies,https://collections.ed.ac.uk/art/record/53745?highlight=*:*
 Teacup ,Emma Gillies,https://collections.ed.ac.uk/art/record/53642?highlight=*:*
 Untitled (1983),Andrew Arnott,https://collections.ed.ac.uk/art/record/21824?highlight=*:*
 Untitled ,Derek Reid,https://collections.ed.ac.uk/art/record/22725?highlight=*:*
 Untitled (1965),Gregor Smith,https://collections.ed.ac.uk/art/record/22009?highlight=*:*
 Untitled - Portrait of Woman in Profile (1963),Gordon Bryce,https://collections.ed.ac.uk/art/record/99327?highlight=*:*
 Schizophrenia (2007),Laura Guoke,https://collections.ed.ac.uk/art/record/99903?highlight=*:*
 144 (2015),Mark Osborne,https://collections.ed.ac.uk/art/record/53774?highlight=*:*
 Plate (1924),Emma Gillies,https://collections.ed.ac.uk/art/record/53727?highlight=*:*
 Untitled - View From a Bath (1968),Alison Hutton,https://collections.ed.ac.uk/art/record/99272?highlight=*:*
 Untitled - Figure Drawing of A Nude Woman Lying Down (1964-1965),Gordon Bryce,https://collections.ed.ac.uk/art/record/99278?highlight=*:*
 Unknown (1950),Thomas Clapperton,https://collections.ed.ac.uk/art/record/50562?highlight=*:*
 Fiddlers (1952),Walter Rogalski,https://collections.ed.ac.uk/art/record/21656?highlight=*:*
 Reclining Female Nude (1967),Helen Pollock,https://collections.ed.ac.uk/art/record/20772?highlight=*:*
 Unknown (Circa 1890),Unknown,https://collections.ed.ac.uk/art/record/50466?highlight=*:*
" Circo Togni, Ravenna (1957)",Peter McGinn,https://collections.ed.ac.uk/art/record/21115?highlight=*:*
 Unknown ,Lindsay Marshall,https://collections.ed.ac.uk/art/record/53564?highlight=*:*
 Untitled - Portrait of a Man in a Hat (1963),Anthony J Valentine,https://collections.ed.ac.uk/art/record/99441?highlight=*:*
 Portrait of a Woman (1954),Nita Newman,https://collections.ed.ac.uk/art/record/21209?highlight=*:*
 Sleeping Figure ,Paul Gladston,https://collections.ed.ac.uk/art/record/21516?highlight=*:*
 Untitled ,Jean M. A. Conacher,https://collections.ed.ac.uk/art/record/112354?highlight=*:*
 Unknown ,Sean Byrne,https://collections.ed.ac.uk/art/record/53600?highlight=*:*
 Reclining Male Nude (1952),Annette G B Ronald,https://collections.ed.ac.uk/art/record/20817?highlight=*:*
 Abstract Butterfly (1961),John G. Mitchell,https://collections.ed.ac.uk/art/record/122754?highlight=*:*
 Portrait of a Male ,George A. MacPherson,https://collections.ed.ac.uk/art/record/122726?highlight=*:*
 Untitled (1983),Pauline Cumming,https://collections.ed.ac.uk/art/record/21899?highlight=*:*
 Untitled (1995),John Wallbank,https://collections.ed.ac.uk/art/record/21714?highlight=*:*
 Untitled (Unknown),David C Duke,https://collections.ed.ac.uk/art/record/21979?highlight=*:*
 Tapestry fragment ,Unknown,https://collections.ed.ac.uk/art/record/102673?highlight=*:*
 Charioteers and horses from North Frieze of the Parthenon (1836-1837),,https://collections.ed.ac.uk/art/record/20734?highlight=*:*
 Plate ,Emma Gillies,https://collections.ed.ac.uk/art/record/53668?highlight=*:*
 Seated Female Nude (1939-1940),James H Donaldson,https://collections.ed.ac.uk/art/record/21125?highlight=*:*
 Still Life Beside Window (1955),Elizabeth Blackadder,https://collections.ed.ac.uk/art/record/20738?highlight=*:*
 Untitled (Unknown),Zoë Telford,https://collections.ed.ac.uk/art/record/21619?highlight=*:*
 Unknown ,Alan J Mcleod,https://collections.ed.ac.uk/art/record/53605?highlight=*:*
 Fossil Life (1984),Wendy McMurdo,https://collections.ed.ac.uk/art/record/21883?highlight=*:*
 Composition with Black Square (1981),Alastair R. W. Hearsum,https://collections.ed.ac.uk/art/record/22552?highlight=*:*
 Untitled (1983),Robert Rivers,https://collections.ed.ac.uk/art/record/99810?highlight=*:*
 Not For Gain (2016),Daisy Lafarge,https://collections.ed.ac.uk/art/record/99238?highlight=*:*
 Unknown ,Maureen Baird,https://collections.ed.ac.uk/art/record/50622?highlight=*:*
 Portrait of a Woman (1952),W Baxter,https://collections.ed.ac.uk/art/record/21205?highlight=*:*
 Figures in a Landscape Mending Nets (Circa 1952),Dorothy H. N. Forrest,https://collections.ed.ac.uk/art/record/122828?highlight=*:*
 Society Reproduces Doubt (2020),Molly Kent,https://collections.ed.ac.uk/art/record/113747?highlight=*:*
 Seated Female Nude (1959),John O'Neill,https://collections.ed.ac.uk/art/record/21155?highlight=*:*
 Study for picture 'Waking of Brynhildr' (1897),Pavlov Chailly,https://collections.ed.ac.uk/art/record/50471?highlight=*:*
 Unknown (1950),James T. Ferguson,https://collections.ed.ac.uk/art/record/53499?highlight=*:*
 Standing Male Nude (1930-1931),Thomas Pow,https://collections.ed.ac.uk/art/record/21126?highlight=*:*
 Portrait of Standing Woman wearing Overalls (1959),Denness Morton,https://collections.ed.ac.uk/art/record/20889?highlight=*:*
 Reclining Female Nude (1954),Margaret Proudfoot,https://collections.ed.ac.uk/art/record/21260?highlight=*:*
 Pale Brushstrokes ,Unknown,https://collections.ed.ac.uk/art/record/122759?highlight=*:*
 Chinese sleeveband. waves ,Unknown,https://collections.ed.ac.uk/art/record/102703?highlight=*:*
 Seated Male Nude (Circa 1953),Mollie Parker,https://collections.ed.ac.uk/art/record/20948?highlight=*:*
 Opuntia Lencotricha (1993-1994),Jane Watt,https://collections.ed.ac.uk/art/record/99457?highlight=*:*
 Plate ,Emma Gillies,https://collections.ed.ac.uk/art/record/53671?highlight=*:*
 Dish (1924),Emma Gillies,https://collections.ed.ac.uk/art/record/122068?highlight=*:*
 Unknown (1952),Rosemary Bagshaw,https://collections.ed.ac.uk/art/record/53515?highlight=*:*
 Diddly Doodly (2006),John Brown,https://collections.ed.ac.uk/art/record/99953?highlight=*:*
 Nun with Two Workmen in a Country Landscape ,Unknown,https://collections.ed.ac.uk/art/record/22557?highlight=*:*
 Untitled (2014),Rachel Hill,https://collections.ed.ac.uk/art/record/47451?highlight=*:*
 Seated Female Nude (1939-1940),James Gordon,https://collections.ed.ac.uk/art/record/21095?highlight=*:*
 Riders from the North Frieze of the Parthenon (1836-1837),,https://collections.ed.ac.uk/art/record/20711?highlight=*:*
 Untitled I (2007),Jenny Smith,https://collections.ed.ac.uk/art/record/99899?highlight=*:*
 Seated Male Nude (1954),David Ewans,https://collections.ed.ac.uk/art/record/21228?highlight=*:*
 Untitled (1961),Paresh C. Chakraborty,https://collections.ed.ac.uk/art/record/112305?highlight=*:*
 Standing Male Nude (1959),Gwen Reilly,https://collections.ed.ac.uk/art/record/21152?highlight=*:*
 Untitled (Unknown),David C Duke,https://collections.ed.ac.uk/art/record/21983?highlight=*:*
 Theatrical Performance ,Robert Maclaurin,https://collections.ed.ac.uk/art/record/21513?highlight=*:*
 Self Portrait (1951),Barbara C. Balmer,https://collections.ed.ac.uk/art/record/22708?highlight=*:*
 Cantilever Ring (2013),Sally Morrison,https://collections.ed.ac.uk/art/record/21310?highlight=*:*
 Still Life Table (Circa 1965),Roy M. W. Cameron,https://collections.ed.ac.uk/art/record/22616?highlight=*:*
 Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21571?highlight=*:*
 Standing Male Nude (1953),William Mercer,https://collections.ed.ac.uk/art/record/20943?highlight=*:*
 Head Monotype No. 24 (1959),Alan M. Alexander,https://collections.ed.ac.uk/art/record/50592?highlight=*:*
 Metope 2 from entablature of the Parthenon (1837),,https://collections.ed.ac.uk/art/record/20640?highlight=*:*
 125 (2015),Mark Osborne,https://collections.ed.ac.uk/art/record/53772?highlight=*:*
 Espresso Saucer ,Emma Gillies,https://collections.ed.ac.uk/art/record/53681?highlight=*:*
 Small Landscape Study (1953),Iain West,https://collections.ed.ac.uk/art/record/20849?highlight=*:*
 Church ,Joanne Leonie Milne,https://collections.ed.ac.uk/art/record/21452?highlight=*:*
 Unknown (1952),Maureen Baird,https://collections.ed.ac.uk/art/record/50623?highlight=*:*
 Two Standing Male Nudes (24 Jan 1951),Norma G Reid,https://collections.ed.ac.uk/art/record/21393?highlight=*:*
 untitled (1961),James T Carlyle,https://collections.ed.ac.uk/art/record/21760?highlight=*:*
 The Boston-Edinburgh Portfolio II (2006),Unknown,https://collections.ed.ac.uk/art/record/99855?highlight=*:*
 Untitled (1969),Gabrielle Stubbs,https://collections.ed.ac.uk/art/record/22488?highlight=*:*
 Reclining Female Nude (1953),Iain West,https://collections.ed.ac.uk/art/record/20783?highlight=*:*
 Head Drawing (1969),John Stewart,https://collections.ed.ac.uk/art/record/22487?highlight=*:*
 Baroque Nude (1959),Alan Alexander,https://collections.ed.ac.uk/art/record/21092?highlight=*:*
 Untitled (Circa 1960),Robert L Snowden,https://collections.ed.ac.uk/art/record/21537?highlight=*:*
 Two Elements (2006),Wilhelmina Barns-Graham CBE HRSA HRSW,https://collections.ed.ac.uk/art/record/54750?highlight=*:*
 Unknown (1963),Roger Cameron,https://collections.ed.ac.uk/art/record/50436?highlight=*:*
 Untitled (Unknown),Paul Furneaux,https://collections.ed.ac.uk/art/record/21780?highlight=*:*
 Reverse Reserve (1975),Gordon Mitchell,https://collections.ed.ac.uk/art/record/22522?highlight=*:*
 Unknown ,Unknown,https://collections.ed.ac.uk/art/record/53540?highlight=*:*
 Untitled (1997),Rachel Clark,https://collections.ed.ac.uk/art/record/21875?highlight=*:*
 Unknown (1950),Patrick W. Barclay,https://collections.ed.ac.uk/art/record/50621?highlight=*:*
 Standing Male Nude (1939),Betty M. Ferguson,https://collections.ed.ac.uk/art/record/21131?highlight=*:*
 Demolished Building ,Keith Thomson,https://collections.ed.ac.uk/art/record/21464?highlight=*:*
 Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/99959?highlight=*:*
 Seated Female Nude (1953),James Martin,https://collections.ed.ac.uk/art/record/21059?highlight=*:*
 Unknown (1946),Marjorie Wallace,https://collections.ed.ac.uk/art/record/50440?highlight=*:*
 Still Life with Two Birds (1975),Kenneth W. Bushe,https://collections.ed.ac.uk/art/record/22635?highlight=*:*
 Untitled - Two Chefs in a Dark Room (1964-1965),Gordon Bryce,https://collections.ed.ac.uk/art/record/99280?highlight=*:*
 Via D' Italia (Unknown),John Brown,https://collections.ed.ac.uk/art/record/21673?highlight=*:*
 Riders from South Frieze of the Parthenon (1836-1837),,https://collections.ed.ac.uk/art/record/20728?highlight=*:*
 Life Painting (1918),Anne Redpath,https://collections.ed.ac.uk/art/record/20735?highlight=*:*
 Railings in a Landscape (1962),James T Carlyle,https://collections.ed.ac.uk/art/record/122850?highlight=*:*
 Composition with Design Scratched in Plaster (1974),Margaret S. Clyde,https://collections.ed.ac.uk/art/record/122911?highlight=*:*
 Unknown (1952),George Roderick Carmichael,https://collections.ed.ac.uk/art/record/50569?highlight=*:*
 2. (a) Baskerville Serif (Unknown),Anthony Benjamin,https://collections.ed.ac.uk/art/record/21669?highlight=*:*
 Still Life with Stuffed Pheasant and Skull (Circa 1966),George M. Donald,https://collections.ed.ac.uk/art/record/122859?highlight=*:*
 Still Life with Bottles and Bowls (1952),Mollie E N Langlands,https://collections.ed.ac.uk/art/record/22720?highlight=*:*
 Salmon Abstract ,Catherine Fairgrieve,https://collections.ed.ac.uk/art/record/22595?highlight=*:*
 Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21567?highlight=*:*
 Jug ,Emma Gillies,https://collections.ed.ac.uk/art/record/53741?highlight=*:*
 Reclining Woman (1950),Thomas Murray,https://collections.ed.ac.uk/art/record/21072?highlight=*:*
 Ples (1983),Boris Bućan,https://collections.ed.ac.uk/art/record/22472?highlight=*:*
 Portrait of a Young Woman (1960),William Hillary,https://collections.ed.ac.uk/art/record/20984?highlight=*:*
 Portrait of a Woman in a Green-Checked Blouse (1952),Annette G B Ronald,https://collections.ed.ac.uk/art/record/22698?highlight=*:*
 Marshal from the East Frieze of the Parthenon (1836-1837),,https://collections.ed.ac.uk/art/record/20679?highlight=*:*
 IV ,Jane R. Nicoll,https://collections.ed.ac.uk/art/record/122739?highlight=*:*
 Untitled (Unknown),Ruth Beale,https://collections.ed.ac.uk/art/record/21942?highlight=*:*
 Landscape with Orchards (1955),Margaret Proudfoot,https://collections.ed.ac.uk/art/record/21033?highlight=*:*
 Unknown (1947),Mabel D. Lawford,https://collections.ed.ac.uk/art/record/50534?highlight=*:*
 Untitled - Figure Drawing of A Standing Nude Male Draped with a Robe (1964-1965),Gordon Bryce,https://collections.ed.ac.uk/art/record/99275?highlight=*:*
 Nude Sleeping ,Raymon Pattie,https://collections.ed.ac.uk/art/record/22529?highlight=*:*
 Donkey and Cart in Landscape (Circa 1955),Mollie E N Langlands,https://collections.ed.ac.uk/art/record/21017?highlight=*:*
 Jalvation cocktail (Green) (2007),David Abbott,https://collections.ed.ac.uk/art/record/99888?highlight=*:*
 Portrait Figure Sitting (1952),D. Gordon Campbell,https://collections.ed.ac.uk/art/record/22508?highlight=*:*
 Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/99945?highlight=*:*
 Self Portrait at Table (Circa 1975),Janis A. Dougall,https://collections.ed.ac.uk/art/record/122882?highlight=*:*
 Untitled (Unknown),Kirkland Main,https://collections.ed.ac.uk/art/record/21938?highlight=*:*
 Hare (1920s),Emma Gillies,https://collections.ed.ac.uk/art/record/122127?highlight=*:*
 Replica cast of Partheon frieze GE32 ,Unknown,https://collections.ed.ac.uk/art/record/20654?highlight=*:*
 Sampler. Mary Ann Park (1819),Mary Ann Park,https://collections.ed.ac.uk/art/record/102706?highlight=*:*
 Cross Section (1987),Alastair Mack,https://collections.ed.ac.uk/art/record/21650?highlight=*:*
 Standing Figure (Circa 1979),Ursula M. Henning,https://collections.ed.ac.uk/art/record/22517?highlight=*:*
 Portrait of a Man (1953),Ian J. D. Short,https://collections.ed.ac.uk/art/record/22695?highlight=*:*
 Espresso Saucer ,Emma Gillies,https://collections.ed.ac.uk/art/record/53682?highlight=*:*
 Framed applique (1936),Unknown,https://collections.ed.ac.uk/art/record/102698?highlight=*:*
 Unknown ,Ian Paterson,https://collections.ed.ac.uk/art/record/53548?highlight=*:*
 Black Rock (1983),Wendy McMurdo,https://collections.ed.ac.uk/art/record/21592?highlight=*:*
 Siena (1956),John P Busby,https://collections.ed.ac.uk/art/record/53502?highlight=*:*
 Standing Female Nude (1958),Bertha Roxburgh,https://collections.ed.ac.uk/art/record/21150?highlight=*:*
 Untitled ,Peter Pretsell,https://collections.ed.ac.uk/art/record/99793?highlight=*:*
 Side Plate ,Emma Gillies,https://collections.ed.ac.uk/art/record/53610?highlight=*:*
 Zane (2013),Isobel Turley,https://collections.ed.ac.uk/art/record/21303?highlight=*:*
 Saucer ,Emma Gillies,https://collections.ed.ac.uk/art/record/53633?highlight=*:*
 Standing Female Nude (Circa 1952),David Michie,https://collections.ed.ac.uk/art/record/21037?highlight=*:*
 Espresso Saucer ,Emma Gillies,https://collections.ed.ac.uk/art/record/53680?highlight=*:*
 A Good Dream and a Bad Dream (1970),John Mooney,https://collections.ed.ac.uk/art/record/20755?highlight=*:*
 Harbour Scene (1955),Myra E. Soni,https://collections.ed.ac.uk/art/record/22736?highlight=*:*
 Life Study of Two Nude Models ,Scott Lauder,https://collections.ed.ac.uk/art/record/122698?highlight=*:*
 Unknown (1950),Zygmunt Bukowski,https://collections.ed.ac.uk/art/record/53554?highlight=*:*
 Untitled - Two Birds (1963),Norman Thom,https://collections.ed.ac.uk/art/record/99417?highlight=*:*
 Unknown (1952),Alistair Fairweather,https://collections.ed.ac.uk/art/record/50421?highlight=*:*
 Unknown (Unknown),Victoria C F Bernie,https://collections.ed.ac.uk/art/record/21783?highlight=*:*
 An Táin (1964),John B Vallely,https://collections.ed.ac.uk/art/record/21005?highlight=*:*
 Untitled (1963),John Milligan,https://collections.ed.ac.uk/art/record/99355?highlight=*:*
 Seated Male Nude (1959),Denness Morton,https://collections.ed.ac.uk/art/record/21079?highlight=*:*
 Untitled (2007),Emma Peacock,https://collections.ed.ac.uk/art/record/99889?highlight=*:*
 Untitled - Portrait of an Old Man (Feb 1962),William Gillon,https://collections.ed.ac.uk/art/record/99480?highlight=*:*
 Unknown (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21547?highlight=*:*
 Unknown (1960),Denness Morton,https://collections.ed.ac.uk/art/record/53547?highlight=*:*
 Portrait of a Man (1959),Jean I. Beattie,https://collections.ed.ac.uk/art/record/20919?highlight=*:*
 Untitled (2007),Freya Cumming,https://collections.ed.ac.uk/art/record/99894?highlight=*:*
 Untitled (1968),Maureen Purcell,https://collections.ed.ac.uk/art/record/22503?highlight=*:*
 Girl (Unknown),Bosko Karanovic,https://collections.ed.ac.uk/art/record/21648?highlight=*:*
 Portrait (1976),Alison J. Michie,https://collections.ed.ac.uk/art/record/122714?highlight=*:*
 Busmen Newhaven (Unknown),Irene Thomson,https://collections.ed.ac.uk/art/record/21901?highlight=*:*
 Seated Female Nude (1953),Robert L Thomson,https://collections.ed.ac.uk/art/record/21122?highlight=*:*
 Piana degli Greci (1958),Beatrice Patricia Grimshaw,https://collections.ed.ac.uk/art/record/53481?highlight=*:*
 Landscape ,John Brown,https://collections.ed.ac.uk/art/record/21428?highlight=*:*
 Portrait of a Man (1948),Sheena Page,https://collections.ed.ac.uk/art/record/21071?highlight=*:*
 Unknown (1950),James T. Ferguson,https://collections.ed.ac.uk/art/record/53498?highlight=*:*
 Reclining Female Nude (1969),Leslie McConnell,https://collections.ed.ac.uk/art/record/21274?highlight=*:*
 Radio Break (2006),Chris Nau,https://collections.ed.ac.uk/art/record/99879?highlight=*:*
" Mountains, Arran (Unknown)",Catherine Orbach,https://collections.ed.ac.uk/art/record/21968?highlight=*:*
 Self Portrait (1992),Victoria A. James,https://collections.ed.ac.uk/art/record/22742?highlight=*:*
 Untitled (Mar 1949),Allan W. Robson,https://collections.ed.ac.uk/art/record/21743?highlight=*:*
 Teacup ,Emma Gillies,https://collections.ed.ac.uk/art/record/53649?highlight=*:*
 Drawing of a Young Woman (12 NOV 1959),Sheila Percival,https://collections.ed.ac.uk/art/record/20990?highlight=*:*
 In''Head (1973),Catherine Freeland,https://collections.ed.ac.uk/art/record/112355?highlight=*:*
 Unknown (1950),Zygmunt Bukowski,https://collections.ed.ac.uk/art/record/53555?highlight=*:*
 Portrait of a Young Man (1950),Norman Nisbet,https://collections.ed.ac.uk/art/record/21074?highlight=*:*
 Sitting Figures (Circa 1964),Peter Pretsell,https://collections.ed.ac.uk/art/record/122715?highlight=*:*
 Untitled ,Unknown,https://collections.ed.ac.uk/art/record/99919?highlight=*:*
 Yellow Abstract with Half People ,Jim Mooney,https://collections.ed.ac.uk/art/record/22530?highlight=*:*
 Standing Female Nude (1959),Kenneth Dingwall,https://collections.ed.ac.uk/art/record/21329?highlight=*:*
 Standing Male Nude with White Cloth ,Janet I. Coventry,https://collections.ed.ac.uk/art/record/22665?highlight=*:*
 Man (Circa 1977),Alfons Bytautas,https://collections.ed.ac.uk/art/record/122895?highlight=*:*
 Two Seated Women and One Standing Woman (1949),Douglas Gordon,https://collections.ed.ac.uk/art/record/21099?highlight=*:*
 The Three Tyches ,Unknown,https://collections.ed.ac.uk/art/record/20533?highlight=*:*
 Untitled - Two Apes Sun Bathing (1963),Ann F Ward,https://collections.ed.ac.uk/art/record/99347?highlight=*:*
 Matthew (1989),Janie Nichol,https://collections.ed.ac.uk/art/record/50414?highlight=*:*
 Made in Finland (2013),Tiina Lilja,https://collections.ed.ac.uk/art/record/47439?highlight=*:*
 Portrait (1956),Unknown,https://collections.ed.ac.uk/art/record/21256?highlight=*:*
 Untitled - Two Men in Suits (1967),Catherine Robin,https://collections.ed.ac.uk/art/record/99412?highlight=*:*
 Cantoria (front) ,Unknown,https://collections.ed.ac.uk/art/record/20579?highlight=*:*
 Blue Mood (1986),Paul Furneaux,https://collections.ed.ac.uk/art/record/21576?highlight=*:*
" Metope 6, from entablature of the Parthenon (1837)",,https://collections.ed.ac.uk/art/record/20642?highlight=*:*
 Seated Female Nude (1954),Robert Fraser,https://collections.ed.ac.uk/art/record/21242?highlight=*:*
 Untitled - Girl with Crows (1961-1962),Gwendolene E Roger,https://collections.ed.ac.uk/art/record/99399?highlight=*:*
" Vale of Health, Hampstead Heath (1950)",Alexander Cree,https://collections.ed.ac.uk/art/record/50545?highlight=*:*
 Table-Top Still Life with Oranges (Circa 1963),Roger W. Cameron,https://collections.ed.ac.uk/art/record/122841?highlight=*:*
 Unknown (1967),Gwen Mackenzie,https://collections.ed.ac.uk/art/record/50496?highlight=*:*
 Studio Interior (Unknown),Hilary A. Fisher,https://collections.ed.ac.uk/art/record/21678?highlight=*:*
 Untitled (1971),G.A. C,https://collections.ed.ac.uk/art/record/21927?highlight=*:*
 The Bric-A-Brac Shop (Circa 1960),Vivien Alexander,https://collections.ed.ac.uk/art/record/122839?highlight=*:*
 Unknown (1950),Marion M Cooper,https://collections.ed.ac.uk/art/record/50392?highlight=*:*
 Unknown (1957),Peter Coyle,https://collections.ed.ac.uk/art/record/50511?highlight=*:*
 Untitled - Seated man in yellow ,Fergus A Mathers,https://collections.ed.ac.uk/art/record/99357?highlight=*:*
 Unknown (1957),Joan F. Biggins,https://collections.ed.ac.uk/art/record/50612?highlight=*:*
 Portrait of a Woman (Pre 1949?),John Hunter,https://collections.ed.ac.uk/art/record/21042?highlight=*:*
 Unknown (May 1963),Gregor Smith,https://collections.ed.ac.uk/art/record/53501?highlight=*:*
 Man in Vest (1964),Carole V Danielson,https://collections.ed.ac.uk/art/record/22664?highlight=*:*
 Still Life Apples (1953),D. Gordon Campbell,https://collections.ed.ac.uk/art/record/22674?highlight=*:*
 Nude Study Female ,Robert J. Brough,https://collections.ed.ac.uk/art/record/122855?highlight=*:*
 Untitled (1986),Hilary A. Fisher,https://collections.ed.ac.uk/art/record/21553?highlight=*:*
 Carnival Man* ,Leonard I. H. Gray,https://collections.ed.ac.uk/art/record/122847?highlight=*:*
 Unknown ,Claire Alexander,https://collections.ed.ac.uk/art/record/50391?highlight=*:*
 Extra Light Shoe (2016),Eden Hawkins,https://collections.ed.ac.uk/art/record/99264?highlight=*:*
 Chariot from North Frieze of the Parthenon (1836-1837),,https://collections.ed.ac.uk/art/record/20715?highlight=*:*
 Postgraduate Degree Show 1986 (1986),Robert Adam,https://collections.ed.ac.uk/art/record/21584?highlight=*:*
 Cast Study of Clement Pappi's 'Dying Adonis' (15 MAY 1950),David Michie,https://collections.ed.ac.uk/art/record/21036?highlight=*:*
 Reclining Female Nude (1958),Dorothy Durward,https://collections.ed.ac.uk/art/record/21142?highlight=*:*
 Sitting Nude Woman (1952),Maureen Baird,https://collections.ed.ac.uk/art/record/122880?highlight=*:*
 Face on Water ,Paul Furneaux,https://collections.ed.ac.uk/art/record/21747?highlight=*:*
 Untitled (1968),Gillian Mather,https://collections.ed.ac.uk/art/record/22501?highlight=*:*
 Untitled (Mar 1997),Unknown,https://collections.ed.ac.uk/art/record/21928?highlight=*:*
 Unknown (1960),George H McIntosh,https://collections.ed.ac.uk/art/record/53578?highlight=*:*
 Small Anatomical Figure ,,https://collections.ed.ac.uk/art/record/20601?highlight=*:*
 Untitled (1961),Thora Clyne,https://collections.ed.ac.uk/art/record/112309?highlight=*:*
 Unknown ,Unknown,https://collections.ed.ac.uk/art/record/50380?highlight=*:*
 3D impressing (2003),Jenn Schmidt,https://collections.ed.ac.uk/art/record/99952?highlight=*:*
 Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21905?highlight=*:*
 Railway Track (2002),Manson Heather,https://collections.ed.ac.uk/art/record/112495?highlight=*:*
 Kneeling Male Nude (1953),George Hamilton,https://collections.ed.ac.uk/art/record/20932?highlight=*:*
 Untitled - Woman in Pigtails (1965),Julia A M Barnard,https://collections.ed.ac.uk/art/record/99382?highlight=*:*
 Untitled (1986),Dorothy Black,https://collections.ed.ac.uk/art/record/21588?highlight=*:*
 Barrel Vessel ,Emma Gillies,https://collections.ed.ac.uk/art/record/122070?highlight=*:*
 Untitled - Figure Drawing of A Man with Crossed Arms (1968),Alfons B. Jasinski,https://collections.ed.ac.uk/art/record/99273?highlight=*:*
 Untitled ,Brian Caster,https://collections.ed.ac.uk/art/record/112345?highlight=*:*
 View of Garden with Washing Lines (1987),Margaret L. Smyth,https://collections.ed.ac.uk/art/record/22559?highlight=*:*
 Portrait of a Woman ,Alice Henderson,https://collections.ed.ac.uk/art/record/21528?highlight=*:*
 Untitled (1960),Elizabeth M. Hansen,https://collections.ed.ac.uk/art/record/99839?highlight=*:*
 Untitled (1960),Robert L Snowden,https://collections.ed.ac.uk/art/record/21539?highlight=*:*
 Side Plate ,Emma Gillies,https://collections.ed.ac.uk/art/record/53614?highlight=*:*
 Four Prints (2007),Paul Laidler,https://collections.ed.ac.uk/art/record/99965?highlight=*:*
 Two Men on a Train (12 Jun 1948),Marjorie Wallace,https://collections.ed.ac.uk/art/record/20856?highlight=*:*
 Untitled (03 Jul 2014),Crosier,https://collections.ed.ac.uk/art/record/22494?highlight=*:*
 Notations: Edinburgh (2017),India Elizabeth Cawley Gelling,https://collections.ed.ac.uk/art/record/100016?highlight=*:*
 Seated Woman in Blanket (1965),William Gillon,https://collections.ed.ac.uk/art/record/21325?highlight=*:*
 Untitled - Figure Drawing in Charcoal of Girl in Jumper (1964),William Gillon,https://collections.ed.ac.uk/art/record/99324?highlight=*:*
 The Etiquette of Landscape and Face: Passage 1 (2015),Leonie Neuweger,https://collections.ed.ac.uk/art/record/53781?highlight=*:*
 Riders from South Frieze of the Parthenon (1836-1837),,https://collections.ed.ac.uk/art/record/20729?highlight=*:*
