Title,Artist,Link
 Plate ,Emma Gillies,https://collections.ed.ac.uk/art/record/53721?highlight=*:*
 Fish and Circles (Circa 1982),Wilhelmina Barns-Graham CBE HRSA HRSW,https://collections.ed.ac.uk/art/record/54747?highlight=*:*
 Unknown (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21903?highlight=*:*
 Untitled - Nude Woman with Legs Folded (1965),Laura McPherson,https://collections.ed.ac.uk/art/record/99390?highlight=*:*
 Seated Female Nude (Circa 1953),Fiona M Mouat,https://collections.ed.ac.uk/art/record/122824?highlight=*:*
 Man on Crutches in Street (Circa 1950),Alexander Cree,https://collections.ed.ac.uk/art/record/122860?highlight=*:*
 Seated Male Nude ,Unknown,https://collections.ed.ac.uk/art/record/21509?highlight=*:*
 Unknown (1966),John Nelson,https://collections.ed.ac.uk/art/record/53580?highlight=*:*
 Untitled (1991-1992),Kate McKenzie,https://collections.ed.ac.uk/art/record/21934?highlight=*:*
 Seated Male Nude (1953),Ian Short,https://collections.ed.ac.uk/art/record/20941?highlight=*:*
 Dining Table ,John Houston,https://collections.ed.ac.uk/art/record/21045?highlight=*:*
 Extended Effect (2007),Karin Nogva,https://collections.ed.ac.uk/art/record/99900?highlight=*:*
 View of a Caravan ,Peter McGoldrick,https://collections.ed.ac.uk/art/record/21427?highlight=*:*
 1.(a) Meccarama Serif (Unknown),Anthony Benjamin,https://collections.ed.ac.uk/art/record/21668?highlight=*:*
 Seated Female with Red Cape (1953),Mary C. A. Edmond,https://collections.ed.ac.uk/art/record/122935?highlight=*:*
 Coronation Jug (1953),Mollie E N Langlands,https://collections.ed.ac.uk/art/record/22507?highlight=*:*
 Portrait of a Man (1952),David Michie,https://collections.ed.ac.uk/art/record/21384?highlight=*:*
 Untitled (1968),Caroline Rose,https://collections.ed.ac.uk/art/record/21843?highlight=*:*
 Untitled (1967),Kirkland Main,https://collections.ed.ac.uk/art/record/21872?highlight=*:*
 Untitled (1996),Jennifer C. Lindsay,https://collections.ed.ac.uk/art/record/21929?highlight=*:*
 Unknown (1950),George Roderick Carmichael,https://collections.ed.ac.uk/art/record/50567?highlight=*:*
 Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21711?highlight=*:*
 Untitled (1969),Richard Easson,https://collections.ed.ac.uk/art/record/99831?highlight=*:*
 Untitled (2001),Antonio Marcos Martin,https://collections.ed.ac.uk/art/record/21921?highlight=*:*
 St James the Greater ,Unknown,https://collections.ed.ac.uk/art/record/20548?highlight=*:*
 Unknown (1975),Ruth Stiven,https://collections.ed.ac.uk/art/record/99517?highlight=*:*
 Portrait of a Man (1959),Bruce Clapperton,https://collections.ed.ac.uk/art/record/20909?highlight=*:*
 Standing Female Nude and Stool (1960s),Catherine Banchop,https://collections.ed.ac.uk/art/record/21269?highlight=*:*
 Man and Basket (1950),Alfred Hackney,https://collections.ed.ac.uk/art/record/21030?highlight=*:*
 Scissors ,Jayne Stokes,https://collections.ed.ac.uk/art/record/22615?highlight=*:*
 Espresso Cup ,Emma Gillies,https://collections.ed.ac.uk/art/record/53693?highlight=*:*
 Unknown ,Unknown,https://collections.ed.ac.uk/art/record/53510?highlight=*:*
 Running goddess from east pediment of the Parthenon ,,https://collections.ed.ac.uk/art/record/20636?highlight=*:*
 Head of Lorenzo de' Medici (Circa 1836),Aristodemo Costoli,https://collections.ed.ac.uk/art/record/20541?highlight=*:*
 Untitled - Woman with Bun (1963),Iona Murray,https://collections.ed.ac.uk/art/record/99401?highlight=*:*
 Unknown (1901),George Bain,https://collections.ed.ac.uk/art/record/50458?highlight=*:*
" Small Classical Head, possibly Apollo ",,https://collections.ed.ac.uk/art/record/20605?highlight=*:*
 Woman with Cigarettes (Circa 1964),Kirkland Main,https://collections.ed.ac.uk/art/record/122718?highlight=*:*
 The Stove (1948),Leszek T. Muszynski,https://collections.ed.ac.uk/art/record/122730?highlight=*:*
 Portrait of a Man Seated ,Paul Furneaux,https://collections.ed.ac.uk/art/record/21517?highlight=*:*
 Plate ,Emma Gillies,https://collections.ed.ac.uk/art/record/53708?highlight=*:*
 Plate ,Emma Gillies,https://collections.ed.ac.uk/art/record/53707?highlight=*:*
 Riders from the West Frieze of the Parthenon (1836-1837),,https://collections.ed.ac.uk/art/record/20670?highlight=*:*
 Camp II (1982),Reinhard Behrens,https://collections.ed.ac.uk/art/record/99465?highlight=*:*
 Portrait of the sad bed (2002),Jan Vaibaraite,https://collections.ed.ac.uk/art/record/99989?highlight=*:*
 Untitled (2007),Johan Wahlgren,https://collections.ed.ac.uk/art/record/99980?highlight=*:*
 Seated Female Nude (1954),Edith Fraser,https://collections.ed.ac.uk/art/record/21249?highlight=*:*
 Four Standing Male Nudes (1960),Derek Shiel,https://collections.ed.ac.uk/art/record/20816?highlight=*:*
 Untitled ,Roy M. W. Cameron,https://collections.ed.ac.uk/art/record/112350?highlight=*:*
 Untitled - Portrait of Girl in Glasses (1965),Laura McPherson,https://collections.ed.ac.uk/art/record/99389?highlight=*:*
 Untitled (1991),Joanna [Coffin?],https://collections.ed.ac.uk/art/record/21871?highlight=*:*
 Reclining Female Nude (1960),Kenneth R Wheatley,https://collections.ed.ac.uk/art/record/20857?highlight=*:*
 Large Still Life ,Sir William George Gillies,https://collections.ed.ac.uk/art/record/20744?highlight=*:*
 Cryptogam (1991),Unknown,https://collections.ed.ac.uk/art/record/21794?highlight=*:*
 Unknown (1948),Eric Forrest,https://collections.ed.ac.uk/art/record/50586?highlight=*:*
 View of Edinburgh Castle ,Unknown,https://collections.ed.ac.uk/art/record/122763?highlight=*:*
 Standing Male Nude (28 NOV 1956),James Nicholson,https://collections.ed.ac.uk/art/record/21153?highlight=*:*
 Untitled - Nude Bathing Figures (1963),F. Milner,https://collections.ed.ac.uk/art/record/99365?highlight=*:*
 Unknown (1953),D. Gordon Campbell,https://collections.ed.ac.uk/art/record/53549?highlight=*:*
 Unknown (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21548?highlight=*:*
 Untitled (1983),Robert Rivers,https://collections.ed.ac.uk/art/record/99803?highlight=*:*
 Indian Still Life ,Christine Ironside,https://collections.ed.ac.uk/art/record/122705?highlight=*:*
 Hand of God ,Paul Rooney,https://collections.ed.ac.uk/art/record/21873?highlight=*:*
 Untitled (2007),Malin Johanson,https://collections.ed.ac.uk/art/record/99977?highlight=*:*
 Reclining and Seated Female Nudes (1994),Christopher Waite,https://collections.ed.ac.uk/art/record/20747?highlight=*:*
 Parc de Tuileries - Paris (1963),John Bellany,https://collections.ed.ac.uk/art/record/21533?highlight=*:*
 Untitled (1965),Peter Pretsell,https://collections.ed.ac.uk/art/record/99791?highlight=*:*
 Standing Female Nude (1954),Margaret Proudfoot,https://collections.ed.ac.uk/art/record/21253?highlight=*:*
 Still Life with Vase of Fuchsias (1954),Edith Fraser,https://collections.ed.ac.uk/art/record/22740?highlight=*:*
 Plate ,Emma Gillies,https://collections.ed.ac.uk/art/record/53674?highlight=*:*
 Multiple Views of Female Nude (1949),Douglas Gordon,https://collections.ed.ac.uk/art/record/21102?highlight=*:*
 Pier ,Lynda Gilland,https://collections.ed.ac.uk/art/record/21449?highlight=*:*
 Goats Feeding (1974),Anthony Gross,https://collections.ed.ac.uk/art/record/21748?highlight=*:*
 Untitled (1962),Helen Wishart,https://collections.ed.ac.uk/art/record/21764?highlight=*:*
 138 (2015),Mark Osborne,https://collections.ed.ac.uk/art/record/53773?highlight=*:*
 Seated Figure (Circa 1975),Ruth S. Stiven,https://collections.ed.ac.uk/art/record/122804?highlight=*:*
 Study for completed image (1960),Vivien Alexander,https://collections.ed.ac.uk/art/record/50625?highlight=*:*
 Untitled (1987),Martin McInally,https://collections.ed.ac.uk/art/record/21939?highlight=*:*
 Teacup ,Emma Gillies,https://collections.ed.ac.uk/art/record/53637?highlight=*:*
 Skeleton (1969),Richard Hunter,https://collections.ed.ac.uk/art/record/21275?highlight=*:*
 A Window in an Interior ,Morrison,https://collections.ed.ac.uk/art/record/122755?highlight=*:*
 Untitled (Unknown),Ross Thomson,https://collections.ed.ac.uk/art/record/21725?highlight=*:*
 Riders from the North Frieze of the Parthenon (1836-1837),,https://collections.ed.ac.uk/art/record/20709?highlight=*:*
 Wrap up (Unknown),George Donald,https://collections.ed.ac.uk/art/record/21825?highlight=*:*
 Plate ,Emma Gillies,https://collections.ed.ac.uk/art/record/53706?highlight=*:*
 Unknown (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21554?highlight=*:*
 The Kennelmen's Lunch Hour (1951),Maureen Baird,https://collections.ed.ac.uk/art/record/122914?highlight=*:*
 Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21851?highlight=*:*
 Untitled ,Joyce M Cumming,https://collections.ed.ac.uk/art/record/112356?highlight=*:*
 Unknown ,James H Donaldson,https://collections.ed.ac.uk/art/record/53528?highlight=*:*
 Untitled (2006),Zeynep Arman,https://collections.ed.ac.uk/art/record/99876?highlight=*:*
 Untitled - Abstract Collage with Spheres (1988-1990),Arlene Isbister,https://collections.ed.ac.uk/art/record/99471?highlight=*:*
 Vase ,Emma Gillies,https://collections.ed.ac.uk/art/record/53737?highlight=*:*
 Untitled (1966),Gillian Mather,https://collections.ed.ac.uk/art/record/22002?highlight=*:*
 Untitled (1966),Helen G. S Forde,https://collections.ed.ac.uk/art/record/99815?highlight=*:*
 Untitled - Portrait of a Woman in a Hat (1960),Robin E. Bownass,https://collections.ed.ac.uk/art/record/99373?highlight=*:*
 Mythical Composition with Four Figures and Coastal Cliffs ,Victorine Anne Schilsky,https://collections.ed.ac.uk/art/record/22656?highlight=*:*
 Untitled - Greenhouse (1965-1966),James B. Thomson,https://collections.ed.ac.uk/art/record/99448?highlight=*:*
" blue (light) purple, turquoise costumes green sea etc. (1967)",Isobel T Johnstone,https://collections.ed.ac.uk/art/record/99254?highlight=*:*
 Portrait of a Man with a Beard (1959),Alan Kemp,https://collections.ed.ac.uk/art/record/20903?highlight=*:*
 Harbour at Night ,Derek McGuire,https://collections.ed.ac.uk/art/record/21511?highlight=*:*
 Portrait of Woman (1949),Leszek Muszynski,https://collections.ed.ac.uk/art/record/22515?highlight=*:*
 Woman Seated on Sofa (May 1963),John Bellany,https://collections.ed.ac.uk/art/record/20779?highlight=*:*
 Riders from the West Frieze of the Parthenon (1836-1837),,https://collections.ed.ac.uk/art/record/20676?highlight=*:*
 Standing Male Nude (1959),Kenneth Dingwall,https://collections.ed.ac.uk/art/record/21330?highlight=*:*
 Untitled ,Colin Vernall,https://collections.ed.ac.uk/art/record/22631?highlight=*:*
 Unknown (1952),Rosemary Bagshaw,https://collections.ed.ac.uk/art/record/53514?highlight=*:*
 Ayrshire christening robe (1800-1899),Unknown,https://collections.ed.ac.uk/art/record/102680?highlight=*:*
 Untitled (1995-1996),Arabella Harvey,https://collections.ed.ac.uk/art/record/21722?highlight=*:*
 Red on Black Abstract ,S. R. Morris,https://collections.ed.ac.uk/art/record/122729?highlight=*:*
 Seated Female Nude (1953),Laura Nye,https://collections.ed.ac.uk/art/record/21117?highlight=*:*
 Unknown (1949),Thomas Clapperton,https://collections.ed.ac.uk/art/record/50560?highlight=*:*
 Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21707?highlight=*:*
 Goddess Nike unfastening her sandal (1984),Vincent Butler,https://collections.ed.ac.uk/art/record/20624?highlight=*:*
 Unknown (1962),Leslie Johns,https://collections.ed.ac.uk/art/record/50502?highlight=*:*
 Saucer ,Emma Gillies,https://collections.ed.ac.uk/art/record/53662?highlight=*:*
 Untitled (Unknown),Alison Williams,https://collections.ed.ac.uk/art/record/21944?highlight=*:*
 Untitled (Unknown),Gregg Magee,https://collections.ed.ac.uk/art/record/21639?highlight=*:*
 Untitled ,Unknown,https://collections.ed.ac.uk/art/record/102726?highlight=*:*
 Saucer ,Emma Gillies,https://collections.ed.ac.uk/art/record/53621?highlight=*:*
 Jug ,Emma Gillies,https://collections.ed.ac.uk/art/record/53722?highlight=*:*
 Untitled (Unknown),David C Duke,https://collections.ed.ac.uk/art/record/21980?highlight=*:*
 Portrait of a Man (1952),David Michie,https://collections.ed.ac.uk/art/record/21385?highlight=*:*
 Reflections on métro at 7.13 am (1963),Ann F Ward,https://collections.ed.ac.uk/art/record/99339?highlight=*:*
 Abstract Landscape (Circa 1964),Kirkland Main,https://collections.ed.ac.uk/art/record/21171?highlight=*:*
 Untitled (1969),Richard Easson,https://collections.ed.ac.uk/art/record/99832?highlight=*:*
 Still Life with Drapes (1966),James H. Fairgrieve,https://collections.ed.ac.uk/art/record/22651?highlight=*:*
 Teacup ,Emma Gillies,https://collections.ed.ac.uk/art/record/53654?highlight=*:*
 Drawing of a Seated Woman (1960),William Smith,https://collections.ed.ac.uk/art/record/20987?highlight=*:*
 Goddess Nike unfasterning her sandal (1984),Vincent Butler,https://collections.ed.ac.uk/art/record/20629?highlight=*:*
 Seated Male Nude (1958),Richard McNeill,https://collections.ed.ac.uk/art/record/20894?highlight=*:*
 Unknown (1952),Alistair Fairweather,https://collections.ed.ac.uk/art/record/50423?highlight=*:*
 Farmer with Scythe (1950s),John Houston,https://collections.ed.ac.uk/art/record/21048?highlight=*:*
 Milk Jug ,Emma Gillies,https://collections.ed.ac.uk/art/record/53677?highlight=*:*
 Crying (2014),Rachel Hill,https://collections.ed.ac.uk/art/record/47448?highlight=*:*
 House and Garden ,Colin Campbell,https://collections.ed.ac.uk/art/record/21435?highlight=*:*
 Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/99915?highlight=*:*
 Edinburgh College of Art Postgraduate Degree Show 1986 (1986),Andrew Arnott,https://collections.ed.ac.uk/art/record/21583?highlight=*:*
 Abstract in Brown and Blue (1988),George M. Glen,https://collections.ed.ac.uk/art/record/22565?highlight=*:*
 Death Mask (1964),H. Dempshall,https://collections.ed.ac.uk/art/record/21649?highlight=*:*
 Townscape in Snow ,Paul Furneaux,https://collections.ed.ac.uk/art/record/21434?highlight=*:*
 Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21710?highlight=*:*
 Untitled ,Dr Ainslie Yule,https://collections.ed.ac.uk/art/record/99534?highlight=*:*
 Buildings ,J Shore,https://collections.ed.ac.uk/art/record/21494?highlight=*:*
 Portrait of Fred McDonald (1947),Eric Forrest,https://collections.ed.ac.uk/art/record/50589?highlight=*:*
 Untitled - Circus Rider and Horse (1963),Jean M. Marshall,https://collections.ed.ac.uk/art/record/99364?highlight=*:*
 Seated Female Nude (1968),Alan T. Johnston,https://collections.ed.ac.uk/art/record/21424?highlight=*:*
 La bohème (1984),Boris Bućan,https://collections.ed.ac.uk/art/record/22034?highlight=*:*
 Unknown (1957),Andrew P. W. Conkie,https://collections.ed.ac.uk/art/record/50522?highlight=*:*
 Portrait of Joanna ,Alex Mitchell,https://collections.ed.ac.uk/art/record/122711?highlight=*:*
 Performing Labour II (2019),Aisling Ward,https://collections.ed.ac.uk/art/record/113778?highlight=*:*
 Bust of an African ,Unknown,https://collections.ed.ac.uk/art/record/20556?highlight=*:*
 Untitled (JUN 1993),Norman Ackroyd,https://collections.ed.ac.uk/art/record/21798?highlight=*:*
 Composition Notes (02 May 1978),Unknown,https://collections.ed.ac.uk/art/record/53537?highlight=*:*
 Seated Female Nude (1969),Rosemary E. Hamblin,https://collections.ed.ac.uk/art/record/122685?highlight=*:*
 Two Pipers in the Sunlight (1953),Leonard Rosoman,https://collections.ed.ac.uk/art/record/21752?highlight=*:*
 Balmacarra ,Sir William George Gillies,https://collections.ed.ac.uk/art/record/47435?highlight=*:*
 Untitled - Drawing of a Man Wearing a Hat (1967),Isobel T Johnstone,https://collections.ed.ac.uk/art/record/99253?highlight=*:*
 Standing Male Nude (1939-1940),Eleanora Borrie,https://collections.ed.ac.uk/art/record/21133?highlight=*:*
 Reclining Female Nude with Fans (1947),Sheena Page,https://collections.ed.ac.uk/art/record/122751?highlight=*:*
 Portrait of a Woman (1958),John Boyd,https://collections.ed.ac.uk/art/record/20957?highlight=*:*
" ""Mr Smith can't remove himself because he doesn't want to"" ",Ronald D. Forbes,https://collections.ed.ac.uk/art/record/22583?highlight=*:*
 Untitled (Unknown),Catherine Temple,https://collections.ed.ac.uk/art/record/21605?highlight=*:*
 Untitled (Unknown),Frank Thomson,https://collections.ed.ac.uk/art/record/21717?highlight=*:*
 Unknown ,Alistair Fairweather,https://collections.ed.ac.uk/art/record/50425?highlight=*:*
 Lamb (1920s),Emma Gillies,https://collections.ed.ac.uk/art/record/122124?highlight=*:*
 Female Nude ,Nicola Green,https://collections.ed.ac.uk/art/record/122684?highlight=*:*
 Untitled - Two Women (1961),Gavin Waddell,https://collections.ed.ac.uk/art/record/99455?highlight=*:*
 Untitled (2002),Michelle Samour,https://collections.ed.ac.uk/art/record/99941?highlight=*:*
 Two male figs from Parthenon Frieze ,,https://collections.ed.ac.uk/art/record/20662?highlight=*:*
 3 Paps of Jura (Unknown),Catherine Orbach,https://collections.ed.ac.uk/art/record/21981?highlight=*:*
 Portrait of a Seated Woman in Fur Coat (1965-1966),George Donald,https://collections.ed.ac.uk/art/record/21173?highlight=*:*
 Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21709?highlight=*:*
 Portrait of a Seated Man in Uniform (1955),James Robertson,https://collections.ed.ac.uk/art/record/20805?highlight=*:*
 Unknown (1950-1951),Valerie A. Cockburn (Gage),https://collections.ed.ac.uk/art/record/50557?highlight=*:*
